text,label
ETF investment,Investments
Ayurvedic treatment payment,Healthcare
Scholarship received,Income
Eye checkup at optician,Healthcare
Train ticket to hometown,Transportation
Started a SIP in Nifty 50,Investments
Maintenance charges for shared apartment,Housing
Stock market investment,Saving & Debt
Two-wheeler insurance payment,Insurance
Netflix subscription renewal,Recreation
Dividend from stocks,Income
ETF investment,Investments
Dental checkup at clinic,Healthcare
Cable TV subscription fee,Utilities
Home decor items,Shopping
Recurring deposit payment,Saving & Debt
Paid hostel fees,Housing
Auto rickshaw fare to college,Transportation
Travel insurance payment,Travel
Concert tickets for Arijit Singh,Recreation
Metro card top-up,Transportation
Jewelry purchase,Personal Spending
Doctor's consultation fee,Healthcare
Café hangout with friends,Recreation
Donation to charity,Miscellaneous
Dividend from stocks,Income
Water cooler refill,Utilities
Canteen lunch at college,Food
Mutual fund investment,Saving & Debt
Ice cream at Naturals,Food
Internet bill payment,Utilities
Birthday gift for friend,Gifts
Netflix subscription renewal,Recreation
Electronics from Amazon,Shopping
Health supplement purchase,Healthcare
Metro card top-up,Transportation
Real estate investment,Investments
Ordered food from Zomato,Food
Fixed deposit interest received,Saving & Debt
Bought textbooks,Education
Flight booking to Goa,Travel
Uber ride to friend's place,Transportation
Fuel for bike,Transportation
Laundry service payment,Housing
Seminar registration fee,Education
Online shopping on Flipkart,Personal Spending
New clothes from local market,Personal Spending
Anniversary gift for parents,Gifts
Library membership fee,Education
Auto rickshaw fare to college,Transportation
Backpack purchase for trip,Travel
Books from local store,Miscellaneous
Doctor's consultation fee,Healthcare
Bonds purchase,Investments
Uber ride to friend's place,Transportation
Juice from fruit vendor,Food
Ayurvedic treatment payment,Healthcare
Paid college tuition fees,Education
Furniture purchase for room,Housing
Taxi fare to airport,Travel
ATM withdrawal fee,Miscellaneous
Thank you gift for teacher,Gifts
Diwali gift for family,Gifts
Piggy bank savings,Saving & Debt
Ola ride to railway station,Travel
Ordered food from Zomato,Food
Mutual fund investment,Saving & Debt
Term insurance premium,Insurance
Bus ticket to hometown,Travel
Canteen lunch at college,Food
Parking fee at mall,Transportation
Ayurvedic treatment payment,Healthcare
Gas cylinder refill,Utilities
Gift from relative,Income
Part-time job salary,Income
Internet bill payment,Utilities
Bowling alley charges,Recreation
Thank you gift for teacher,Gifts
Paid hostel fees,Housing
Furniture from Pepperfry,Shopping
Gift for friend's birthday,Personal Spending
Stationery purchase for college,Education
Thank you gift for teacher,Gifts
Travel guidebook purchase,Travel
Canteen lunch at college,Food
Sunglasses from Ray-Ban,Personal Spending
Canteen lunch at college,Food
Started a SIP in Nifty 50,Investments
Freelance project payment,Income
Train ticket to Delhi,Travel
Started a SIP in Nifty 50,Investments
Accidental insurance for college,Insurance
DTH recharge,Utilities
Internet bill payment,Utilities
Music concert tickets,Recreation
Internet bill payment,Utilities
Scholarship received,Income
Stock market investment,Saving & Debt
Exam fee payment,Education
Amusement park entry fee,Recreation
Dinner at a local dhaba,Food
Stationery purchase for college,Miscellaneous
Furniture purchase for room,Housing
Health insurance premium,Insurance
Medicines from local pharmacy,Healthcare
Bowling alley charges,Recreation
Room cleaning service fee,Housing
Clothes from Myntra,Shopping
Medical insurance for family,Insurance
Sports equipment purchase,Shopping
Post office parcel fee,Miscellaneous
Fuel for bike,Transportation
Home insurance premium,Insurance
Loan repayment to friend,Saving & Debt
Laundry service payment,Housing
Cable TV subscription fee,Utilities
Cable TV subscription fee,Utilities
Paid hostel fees,Housing
Ice cream at Naturals,Food
Prize money from competition,Income
Invested in mutual funds,Investments
Stock market investment,Saving & Debt
Sunglasses from Ray-Ban,Personal Spending
Bus pass recharge,Transportation
Sightseeing tour fee,Travel
Farewell gift for colleague,Gifts
Post office parcel fee,Miscellaneous
Term insurance premium,Insurance
Thank you gift for teacher,Gifts
Bank service charge,Miscellaneous
Anniversary gift for parents,Gifts
Medical insurance for family,Insurance
Purchased gold coins,Investments
Perfume purchase from Nykaa,Personal Spending
Uber ride to friend's place,Transportation
Gift from relative,Income
Anniversary gift for parents,Gifts
Dental checkup at clinic,Healthcare
Fuel for bike,Transportation
Project material purchase,Education
Room cleaning service fee,Housing
Street food at local market,Food
Paid hostel fees,Housing
Electricity bill for shared apartment,Housing
Post office parcel fee,Miscellaneous
Auto rickshaw fare to college,Transportation
Anniversary gift for parents,Gifts
Yoga class payment,Healthcare
Taxi fare to airport,Travel
Exam fee payment,Education
Gas cylinder refill,Utilities
Mobile recharge for prepaid plan,Utilities
Diwali gift for family,Gifts
Backpack purchase for trip,Travel
Sightseeing tour fee,Travel
Dental checkup at clinic,Healthcare
Bought shoes from Myntra,Personal Spending
Ice cream at Naturals,Food
Cashback received from Amazon,Income
Electronics from Amazon,Shopping
Paid hostel fees,Housing
Medicines from local pharmacy,Healthcare
Haircut at local salon,Personal Spending
Bonds purchase,Investments
Piggy bank savings,Saving & Debt
Medicines from local pharmacy,Healthcare
Flight booking for vacation,Transportation
Dinner at a local dhaba,Food
Gadgets from Croma,Shopping
Jewelry purchase,Personal Spending
Gas cylinder refill,Utilities
Stock market investment,Saving & Debt
Anniversary gift for parents,Gifts
Accidental insurance for college,Insurance
Stock market investment,Saving & Debt
Medical insurance for family,Insurance
Security deposit for new room,Housing
Travel insurance payment,Travel
Shoes from Nike,Shopping
Gold purchase,Saving & Debt
Sightseeing tour fee,Travel
Movie tickets at PVR,Recreation
Health supplement purchase,Healthcare
Exam fee payment,Education
Refund from online purchase,Income
Home decor items,Shopping
Invested in mutual funds,Investments
Started a SIP in Nifty 50,Investments
Real estate investment,Investments
Laundry service payment,Housing
Auto rickshaw fare to college,Transportation
Concert tickets for Arijit Singh,Recreation
Workshop registration fee,Education
Sunglasses from Ray-Ban,Personal Spending
Bought textbooks,Education
Paid college tuition fees,Education
Bought textbooks,Education
Travel insurance for trip,Insurance
Shoes from Nike,Shopping
Donation to charity,Miscellaneous
Fuel for bike,Transportation
Health supplement purchase,Healthcare
Breakfast at college canteen,Food
Juice from fruit vendor,Food
Farewell gift for colleague,Gifts
Car insurance payment,Insurance
New clothes from local market,Personal Spending
Started a SIP in Nifty 50,Investments
Monthly rent for PG accommodation,Housing
Freelance project payment,Income
Donation to charity,Gifts
Freelance project payment,Income
Accessories from Flipkart,Shopping
Breakfast at college canteen,Food
Dinner at a local dhaba,Food
Dividend from stocks,Income
Parking fee at mall,Transportation
Car insurance payment,Insurance
Travel insurance payment,Travel
Pizza delivery from Domino's,Food
Internet bill payment,Utilities
Courier service fee,Miscellaneous
Health supplement purchase,Healthcare
Bowling alley charges,Recreation
Netflix subscription renewal,Recreation
Backpack purchase for trip,Travel
Cryptocurrency investment,Investments
Cosmetics from Sephora,Personal Spending
Thank you gift for teacher,Gifts
Exam fee payment,Education
Online course subscription,Education
Stock market investment,Saving & Debt
Juice from fruit vendor,Food
Parking fee at mall,Miscellaneous
Haircut at local salon,Personal Spending
Ola ride to railway station,Transportation
Fixed deposit interest received,Saving & Debt
Gadgets from Croma,Shopping
Furniture purchase for room,Housing
Housewarming gift,Gifts
Gift for friend's birthday,Personal Spending
Workshop registration fee,Education
Bank service charge,Miscellaneous
Watch purchase from Titan,Personal Spending
ETF investment,Investments
Gym membership fee,Healthcare
Electricity bill for shared apartment,Utilities
Bus ticket to hometown,Travel
Video game purchase,Recreation
Electronics from Amazon,Shopping
Ola ride to railway station,Transportation
Sports equipment purchase,Shopping
Wedding gift for cousin,Gifts
Furniture purchase for room,Housing
Groceries from local store,Food
Concert tickets for Arijit Singh,Recreation
Gym membership fee,Healthcare
Maintenance charges for shared apartment,Housing
Concert tickets for Arijit Singh,Recreation
Life insurance premium,Insurance
Security deposit for new room,Housing
Gift for friend's birthday,Personal Spending
Life insurance premium,Insurance
Haircut at local salon,Personal Spending
Paid college tuition fees,Education
Security deposit for new room,Housing
Parking fee at mall,Miscellaneous
Physiotherapy session fee,Healthcare
Ayurvedic treatment payment,Healthcare
Electricity bill for shared apartment,Utilities
Term insurance premium,Insurance
Part-time job salary,Income
Maintenance charges for shared apartment,Housing
Bonds purchase,Investments
Dividend from stocks,Income
Cosmetics from Sephora,Personal Spending
Refund from online purchase,Income
Travel insurance for trip,Insurance
Broadband bill payment,Utilities
ETF investment,Investments
Haircut at local salon,Personal Spending
Haircut at local salon,Personal Spending
Weekend trip to Goa,Recreation
Security deposit for new room,Housing
Accidental insurance for college,Insurance
Sports event tickets,Recreation
Paid college tuition fees,Education
Bike insurance renewal,Insurance
Monthly rent for PG accommodation,Housing
Seminar registration fee,Education
Home insurance premium,Insurance
Sunglasses from Ray-Ban,Personal Spending
Broadband bill payment,Utilities
Flight booking for vacation,Transportation
Credit card payment,Saving & Debt
Music concert tickets,Recreation
Perfume purchase from Nykaa,Personal Spending
Cosmetics from Sephora,Personal Spending
Gadgets from Croma,Shopping
Project material purchase,Education
Car insurance payment,Insurance
Cashback received from Amazon,Income
Paid college tuition fees,Education
Gift for friend's birthday,Personal Spending
Cryptocurrency investment,Investments
Doctor's consultation fee,Healthcare
Breakfast at college canteen,Food
Educational software purchase,Education
Cable TV subscription fee,Utilities
Accessories from Flipkart,Shopping
Fuel for bike,Transportation
Amusement park entry fee,Recreation
Watch purchase from Titan,Personal Spending
Gas cylinder refill,Utilities
Stock market investment,Saving & Debt
Jewelry purchase,Personal Spending
Juice from fruit vendor,Food
Gold purchase,Saving & Debt
Backpack purchase for trip,Travel
Courier service fee,Miscellaneous
Bike insurance renewal,Insurance
Gift for friend's birthday,Personal Spending
Gift for friend's birthday,Personal Spending
Loan repayment to friend,Saving & Debt
Postpaid mobile bill payment,Utilities
Started a SIP in Nifty 50,Investments
Wedding gift for cousin,Gifts
Health supplement purchase,Healthcare
Gas cylinder refill,Utilities
Term insurance premium,Insurance
Credit card payment,Saving & Debt
Stationery purchase for college,Education
Groceries from local store,Shopping
Health insurance premium,Insurance
Travel insurance payment,Travel
Online shopping on Flipkart,Personal Spending
Electricity bill for shared apartment,Housing
Furniture purchase for room,Housing
Travel insurance for trip,Insurance
Two-wheeler insurance payment,Insurance
